is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
44530_Q4,Temperatur tan d max,-25.2,[°C]
44530_Q5,Temperatur tan d max,-22.3,[°C]
44530_Q6,Temperatur tan d max,-24.2,[°C]
44530_Q7,Temperatur tan d max,-25.2,[°C]
44530_Q8,Temperatur tan d max,-25.3,[°C]
44530_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.08,MPa
44530_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.15,MPa
44530_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.18,MPa
44530_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.21,MPa
44530_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.35,MPa
44530_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.91,MPa
44530_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.14,MPa
44530_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.05,MPa
44530_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.42,MPa
44530_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
44530_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
44530_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.48,MPa
44530_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
44530_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.39,MPa
44530_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.43,MPa
44530_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.43,MPa
44530_Q1,tan_d_7_percent_1_Messung,0.175,
44530_Q2,tan_d_7_percent_1_Messung,0.173,
44530_Q3,tan_d_7_percent_1_Messung,0.164,
44530_Q4,tan_d_7_percent_1_Messung,0.172,
44530_Q5,tan_d_7_percent_1_Messung,0.176,
44530_Q6,tan_d_7_percent_1_Messung,0.166,
44530_Q7,tan_d_7_percent_1_Messung,0.173,
44530_Q8,tan_d_7_percent_1_Messung,0.166,
44530_Q1,LossModulus_Gdouble_dash(max),0.38,MPa
44530_Q2,LossModulus_Gdouble_dash(max),0.39,MPa
44530_Q3,LossModulus_Gdouble_dash(max),0.36,MPa
44530_Q4,LossModulus_Gdouble_dash(max),0.39,MPa
44530_Q5,LossModulus_Gdouble_dash(max),0.41,MPa
44530_Q6,LossModulus_Gdouble_dash(max),0.34,MPa
44530_Q7,LossModulus_Gdouble_dash(max),0.37,MPa
44530_Q8,LossModulus_Gdouble_dash(max),0.35,MPa
