is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
44450_Q3,E_dash_60_degree_celcius,9.34,MPa
44450_Q4,E_dash_60_degree_celcius,7.26,MPa
44450_Q5,E_dash_60_degree_celcius,9.25,MPa
44450_Q6,E_dash_60_degree_celcius,10.84,MPa
44450_Q7,E_dash_60_degree_celcius,7.03,MPa
44450_Q8,E_dash_60_degree_celcius,9.93,MPa
44450_Q1,E_double_dash_60_degree_celcius,0.97,MPa
44450_Q2,E_double_dash_60_degree_celcius,0.76,MPa
44450_Q3,E_double_dash_60_degree_celcius,0.75,MPa
44450_Q4,E_double_dash_60_degree_celcius,0.5,MPa
44450_Q5,E_double_dash_60_degree_celcius,0.73,MPa
44450_Q6,E_double_dash_60_degree_celcius,0.9,MPa
44450_Q7,E_double_dash_60_degree_celcius,0.47,MPa
44450_Q8,E_double_dash_60_degree_celcius,0.85,MPa
44450_Q1,tand d max,0.577,
44450_Q2,tand d max,0.612,
44450_Q3,tand d max,0.621,
44450_Q4,tand d max,0.658,
44450_Q5,tand d max,0.582,
44450_Q6,tand d max,0.578,
44450_Q7,tand d max,0.669,
44450_Q8,tand d max,0.597,
44450_Q1,Temperatur tan d max,-25.3,[°C]
44450_Q2,Temperatur tan d max,-24.3,[°C]
44450_Q3,Temperatur tan d max,-24.2,[°C]
44450_Q4,Temperatur tan d max,-23.2,[°C]
44450_Q5,Temperatur tan d max,-25.2,[°C]
44450_Q6,Temperatur tan d max,-24.3,[°C]
44450_Q7,Temperatur tan d max,-23.2,[°C]
44450_Q8,Temperatur tan d max,-24.3,[°C]
44450_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.14,MPa
44450_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.21,MPa
44450_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.28,MPa
44450_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.96,MPa
44450_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.41,MPa
44450_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.25,MPa
44450_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.78,MPa
44450_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.47,MPa
44450_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.48,MPa
44450_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
44450_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
44450_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.38,MPa
44450_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
44450_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.45,MPa
44450_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.36,MPa
44450_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.47,MPa
44450_Q1,tan_d_7_percent_1_Messung,0.152,
44450_Q2,tan_d_7_percent_1_Messung,0.152,
44450_Q3,tan_d_7_percent_1_Messung,0.148,
44450_Q4,tan_d_7_percent_1_Messung,0.152,
44450_Q5,tan_d_7_percent_1_Messung,0.16,
44450_Q6,tan_d_7_percent_1_Messung,0.153,
44450_Q7,tan_d_7_percent_1_Messung,0.147,
44450_Q8,tan_d_7_percent_1_Messung,0.157,
44450_Q1,LossModulus_Gdouble_dash(max),0.33,MPa
44450_Q2,LossModulus_Gdouble_dash(max),0.34,MPa
44450_Q3,LossModulus_Gdouble_dash(max),0.34,MPa
44450_Q4,LossModulus_Gdouble_dash(max),0.32,MPa
44450_Q5,LossModulus_Gdouble_dash(max),0.37,MPa
44450_Q6,LossModulus_Gdouble_dash(max),0.35,MPa
44450_Q7,LossModulus_Gdouble_dash(max),0.29,MPa
44450_Q8,LossModulus_Gdouble_dash(max),0.37,MPa
