is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
41853_Q4,Massedruck_1,48.8,bar
41853_Q5,Massedruck_1,60.15,bar
41853_Q6,Massedruck_1,60.35,bar
41853_Q7,Massedruck_1,59.2,bar
41853_Q1,Massedruck_2,60.3,bar
41853_Q2,Massedruck_2,61.05,bar
41853_Q3,Massedruck_2,56.1,bar
41853_Q4,Massedruck_2,48.1,bar
41853_Q5,Massedruck_2,63.4,bar
41853_Q6,Massedruck_2,62.4,bar
41853_Q7,Massedruck_2,60.1,bar
41853_Q1,Quellung Hausmethode K10_1,23.63,percent
41853_Q2,Quellung Hausmethode K10_1,21.9,percent
41853_Q3,Quellung Hausmethode K10_1,15.44,percent
41853_Q4,Quellung Hausmethode K10_1,27.42,percent
41853_Q5,Quellung Hausmethode K10_1,19.94,percent
41853_Q6,Quellung Hausmethode K10_1,22.34,percent
41853_Q7,Quellung Hausmethode K10_1,22.12,percent
41853_Q1,Quellung Hausmethode K10_2,26.38,percent
41853_Q2,Quellung Hausmethode K10_2,26.38,percent
41853_Q3,Quellung Hausmethode K10_2,18.16,percent
41853_Q4,Quellung Hausmethode K10_2,163.21,percent
41853_Q5,Quellung Hausmethode K10_2,27.0,percent
41853_Q6,Quellung Hausmethode K10_2,27.0,percent
41853_Q7,Quellung Hausmethode K10_2,24.9,percent
41853_Q1,Masse pro Messzeit_1,18.76,g
41853_Q2,Masse pro Messzeit_1,18.54,g
41853_Q3,Masse pro Messzeit_1,20.78,g
41853_Q4,Masse pro Messzeit_1,24.6,g
41853_Q5,Masse pro Messzeit_1,17.22,g
41853_Q6,Masse pro Messzeit_1,17.06,g
41853_Q7,Masse pro Messzeit_1,19.4,g
41853_Q1,Masse pro Messzeit_2,10.46,g
41853_Q2,Masse pro Messzeit_2,10.41,g
41853_Q3,Masse pro Messzeit_2,11.12,g
41853_Q4,Masse pro Messzeit_2,13.07,g
41853_Q5,Masse pro Messzeit_2,9.69,g
41853_Q6,Masse pro Messzeit_2,9.59,g
41853_Q7,Masse pro Messzeit_2,10.5,g
41853_Q1,Hardness_mean_value,68.07,Shore A
41853_Q2,Hardness_mean_value,66.07,Shore A
41853_Q3,Hardness_mean_value,68.37,Shore A
41853_Q4,Hardness_mean_value,68.93,Shore A
41853_Q5,Hardness_mean_value,67.17,Shore A
41853_Q6,Hardness_mean_value,67.83,Shore A
41853_Q7,Hardness_mean_value,68.33,Shore A
41853_Q1,Rebound_mean_value_1,41.4,percent
41853_Q2,Rebound_mean_value_1,41.13,percent
41853_Q3,Rebound_mean_value_1,41.2,percent
41853_Q4,Rebound_mean_value_1,36.47,percent
41853_Q5,Rebound_mean_value_1,40.6,percent
41853_Q6,Rebound_mean_value_1,39.87,percent
41853_Q7,Rebound_mean_value_1,40.4,percent
41853_Q1,Rebound_mean_value_2,62.0,percent
41853_Q2,Rebound_mean_value_2,62.5,percent
41853_Q3,Rebound_mean_value_2,63.5,percent
41853_Q4,Rebound_mean_value_2,58.0,percent
41853_Q5,Rebound_mean_value_2,61.5,percent
41853_Q6,Rebound_mean_value_2,63.0,percent
41853_Q7,Rebound_mean_value_2,62.5,percent
41853_Q1,S50,1.4,MPa
41853_Q2,S50,1.4,MPa
41853_Q3,S50,1.5,MPa
41853_Q4,S50,1.4,MPa
41853_Q5,S50,1.6,MPa
41853_Q6,S50,1.5,MPa
41853_Q7,S50,1.4,MPa
41853_Q1,S100,2.6,MPa
41853_Q2,S100,2.5,MPa
41853_Q3,S100,2.8,MPa
41853_Q4,S100,2.6,MPa
41853_Q5,S100,3.0,MPa
41853_Q6,S100,2.8,MPa
41853_Q7,S100,2.7,MPa
41853_Q1,S300,16.9,MPa
41853_Q2,S300,16.4,MPa
41853_Q3,S300,17.8,MPa
41853_Q4,S300,15.4,MPa
41853_Q5,S300,19.3,MPa
41853_Q6,S300,18.8,MPa
41853_Q7,S300,17.6,MPa
41853_Q1,D Median,369.0,percent
41853_Q2,D Median,322.0,percent
41853_Q3,D Median,328.0,percent
41853_Q4,D Median,344.0,percent
41853_Q5,D Median,338.0,percent
41853_Q6,D Median,325.0,percent
41853_Q7,D Median,355.0,percent
41853_Q1,F Median,23.0,MPa
41853_Q2,F Median,18.4,MPa
41853_Q3,F Median,20.9,MPa
41853_Q4,F Median,19.0,MPa
41853_Q5,F Median,22.9,MPa
41853_Q6,F Median,21.3,MPa
41853_Q7,F Median,22.7,MPa
41853_Q1,E_dash_0_degree_celcius,22.12,MPa
41853_Q2,E_dash_0_degree_celcius,20.43,MPa
41853_Q3,E_dash_0_degree_celcius,17.61,MPa
41853_Q4,E_dash_0_degree_celcius,26.06,MPa
41853_Q5,E_dash_0_degree_celcius,23.23,MPa
41853_Q6,E_dash_0_degree_celcius,22.94,MPa
41853_Q7,E_dash_0_degree_celcius,21.04,MPa
41853_Q1,E_double_dash_0_degree_celcius,6.81,MPa
41853_Q2,E_double_dash_0_degree_celcius,6.47,MPa
41853_Q3,E_double_dash_0_degree_celcius,5.7,MPa
41853_Q4,E_double_dash_0_degree_celcius,8.45,MPa
41853_Q5,E_double_dash_0_degree_celcius,7.2,MPa
41853_Q6,E_double_dash_0_degree_celcius,6.81,MPa
41853_Q7,E_double_dash_0_degree_celcius,6.43,MPa
41853_Q1,E_dash_23_degree_celcius,11.89,MPa
41853_Q2,E_dash_23_degree_celcius,11.07,MPa
41853_Q3,E_dash_23_degree_celcius,9.88,MPa
41853_Q4,E_dash_23_degree_celcius,13.11,MPa
41853_Q5,E_dash_23_degree_celcius,12.46,MPa
41853_Q6,E_dash_23_degree_celcius,12.66,MPa
41853_Q7,E_dash_23_degree_celcius,11.31,MPa
41853_Q1,E_double_dash_23_degree_celcius,1.87,MPa
41853_Q2,E_double_dash_23_degree_celcius,1.74,MPa
41853_Q3,E_double_dash_23_degree_celcius,1.46,MPa
41853_Q4,E_double_dash_23_degree_celcius,2.22,MPa
41853_Q5,E_double_dash_23_degree_celcius,1.91,MPa
41853_Q6,E_double_dash_23_degree_celcius,1.96,MPa
41853_Q7,E_double_dash_23_degree_celcius,1.77,MPa
41853_Q1,E_dash_60_degree_celcius,7.85,MPa
41853_Q2,E_dash_60_degree_celcius,7.35,MPa
41853_Q3,E_dash_60_degree_celcius,6.81,MPa
41853_Q4,E_dash_60_degree_celcius,8.32,MPa
41853_Q5,E_dash_60_degree_celcius,8.14,MPa
41853_Q6,E_dash_60_degree_celcius,8.24,MPa
41853_Q7,E_dash_60_degree_celcius,7.42,MPa
41853_Q1,E_double_dash_60_degree_celcius,0.58,MPa
41853_Q2,E_double_dash_60_degree_celcius,0.5,MPa
41853_Q3,E_double_dash_60_degree_celcius,0.41,MPa
41853_Q4,E_double_dash_60_degree_celcius,0.66,MPa
41853_Q5,E_double_dash_60_degree_celcius,0.54,MPa
41853_Q6,E_double_dash_60_degree_celcius,0.58,MPa
41853_Q7,E_double_dash_60_degree_celcius,0.53,MPa
41853_Q1,tand d max,0.525,
41853_Q2,tand d max,0.528,
41853_Q3,tand d max,0.611,
41853_Q4,tand d max,0.471,
41853_Q5,tand d max,0.52,
41853_Q6,tand d max,0.52,
41853_Q7,tand d max,0.525,
41853_Q1,Temperatur tan d max,-19.3,[°C]
41853_Q2,Temperatur tan d max,-18.2,[°C]
41853_Q3,Temperatur tan d max,-20.2,[°C]
41853_Q4,Temperatur tan d max,-17.2,[°C]
41853_Q5,Temperatur tan d max,-20.3,[°C]
41853_Q6,Temperatur tan d max,-22.2,[°C]
41853_Q7,Temperatur tan d max,-20.2,[°C]
41853_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.81,MPa
41853_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.75,MPa
41853_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.76,MPa
41853_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.14,MPa
41853_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.61,MPa
41853_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.93,MPa
41853_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.85,MPa
41853_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.47,MPa
41853_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
41853_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.47,MPa
41853_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.5,MPa
41853_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
41853_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.52,MPa
41853_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.48,MPa
41853_Q1,tan_d_7_percent_1_Messung,0.134,MPa
41853_Q2,tan_d_7_percent_1_Messung,0.136,MPa
41853_Q3,tan_d_7_percent_1_Messung,0.136,MPa
41853_Q4,tan_d_7_percent_1_Messung,0.158,MPa
41853_Q5,tan_d_7_percent_1_Messung,0.128,MPa
41853_Q6,tan_d_7_percent_1_Messung,0.134,MPa
41853_Q7,tan_d_7_percent_1_Messung,0.141,MPa
41853_Q1,LossModulus_Gdouble_dash(max),0.29,MPa
41853_Q2,LossModulus_Gdouble_dash(max),0.29,MPa
41853_Q3,LossModulus_Gdouble_dash(max),0.29,MPa
41853_Q4,LossModulus_Gdouble_dash(max),0.37,MPa
41853_Q5,LossModulus_Gdouble_dash(max),0.26,MPa
41853_Q6,LossModulus_Gdouble_dash(max),0.3,MPa
41853_Q7,LossModulus_Gdouble_dash(max),0.3,MPa
