is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
43127_Q3,Massedruck_2,38.65,bar
43127_Q4,Massedruck_2,39.9,bar
43127_Q5,Massedruck_2,35.2,bar
43127_Q6,Massedruck_2,38.5,bar
43127_Q7,Massedruck_2,39.0,bar
43127_Q8,Massedruck_2,39.5,bar
43127_Q1,Quellung Hausmethode K10_1,31.09,percent
43127_Q2,Quellung Hausmethode K10_1,30.28,percent
43127_Q3,Quellung Hausmethode K10_1,32.29,percent
43127_Q4,Quellung Hausmethode K10_1,28.86,percent
43127_Q5,Quellung Hausmethode K10_1,30.08,percent
43127_Q6,Quellung Hausmethode K10_1,34.66,percent
43127_Q7,Quellung Hausmethode K10_1,34.85,percent
43127_Q8,Quellung Hausmethode K10_1,34.07,percent
43127_Q1,Quellung Hausmethode K10_2,32.88,percent
43127_Q2,Quellung Hausmethode K10_2,30.68,percent
43127_Q3,Quellung Hausmethode K10_2,31.89,percent
43127_Q4,Quellung Hausmethode K10_2,30.28,percent
43127_Q5,Quellung Hausmethode K10_2,32.49,percent
43127_Q6,Quellung Hausmethode K10_2,32.29,percent
43127_Q7,Quellung Hausmethode K10_2,31.29,percent
43127_Q8,Quellung Hausmethode K10_2,29.26,percent
43127_Q1,Masse pro Messzeit_1,10.88,g
43127_Q2,Masse pro Messzeit_1,9.24,g
43127_Q3,Masse pro Messzeit_1,9.22,g
43127_Q4,Masse pro Messzeit_1,9.56,g
43127_Q5,Masse pro Messzeit_1,10.9,g
43127_Q6,Masse pro Messzeit_1,10.0,g
43127_Q7,Masse pro Messzeit_1,9.88,g
43127_Q8,Masse pro Messzeit_1,9.6,g
43127_Q1,Masse pro Messzeit_2,38.48,g
43127_Q2,Masse pro Messzeit_2,34.42,g
43127_Q3,Masse pro Messzeit_2,37.08,g
43127_Q4,Masse pro Messzeit_2,37.06,g
43127_Q5,Masse pro Messzeit_2,38.38,g
43127_Q6,Masse pro Messzeit_2,35.56,g
43127_Q7,Masse pro Messzeit_2,36.74,g
43127_Q8,Masse pro Messzeit_2,34.86,g
43127_Q1,Hardness_mean_value,67.13,Shore A
43127_Q2,Hardness_mean_value,62.3,Shore A
43127_Q3,Hardness_mean_value,64.2,Shore A
43127_Q4,Hardness_mean_value,63.2,Shore A
43127_Q5,Hardness_mean_value,65.63,Shore A
43127_Q6,Hardness_mean_value,63.7,Shore A
43127_Q7,Hardness_mean_value,64.13,Shore A
43127_Q8,Hardness_mean_value,63.23,Shore A
43127_Q1,Rebound_mean_value_1,37.73,percent
43127_Q2,Rebound_mean_value_1,42.6,percent
43127_Q3,Rebound_mean_value_1,38.73,percent
43127_Q4,Rebound_mean_value_1,40.13,percent
43127_Q5,Rebound_mean_value_1,38.4,percent
43127_Q6,Rebound_mean_value_1,39.8,percent
43127_Q7,Rebound_mean_value_1,40.33,percent
43127_Q8,Rebound_mean_value_1,39.4,percent
43127_Q1,Rebound_mean_value_2,55.5,percent
43127_Q2,Rebound_mean_value_2,60.5,percent
43127_Q3,Rebound_mean_value_2,58.5,percent
43127_Q4,Rebound_mean_value_2,60.5,percent
43127_Q5,Rebound_mean_value_2,54.5,percent
43127_Q6,Rebound_mean_value_2,58.5,percent
43127_Q7,Rebound_mean_value_2,57.5,percent
43127_Q8,Rebound_mean_value_2,57.5,percent
43127_Q1,Rebound_mean_value_3,57.0,percent
43127_Q2,Rebound_mean_value_3,63.0,percent
43127_Q3,Rebound_mean_value_3,60.5,percent
43127_Q4,Rebound_mean_value_3,62.5,percent
43127_Q5,Rebound_mean_value_3,55.5,percent
43127_Q6,Rebound_mean_value_3,61.5,percent
43127_Q7,Rebound_mean_value_3,60.5,percent
43127_Q8,Rebound_mean_value_3,60.5,percent
43127_Q1,S50,1.5,MPa
43127_Q2,S50,1.4,MPa
43127_Q3,S50,1.4,MPa
43127_Q4,S50,1.4,MPa
43127_Q5,S50,1.5,MPa
43127_Q6,S50,1.4,MPa
43127_Q7,S50,1.4,MPa
43127_Q8,S50,1.4,MPa
43127_Q1,S100,2.8,MPa
43127_Q2,S100,2.6,MPa
43127_Q3,S100,2.6,MPa
43127_Q4,S100,2.5,MPa
43127_Q5,S100,2.7,MPa
43127_Q6,S100,2.6,MPa
43127_Q7,S100,2.5,MPa
43127_Q8,S100,2.5,MPa
43127_Q1,S300,12.6,MPa
43127_Q2,S300,13.8,MPa
43127_Q3,S300,13.2,MPa
43127_Q4,S300,13.3,MPa
43127_Q5,S300,12.6,MPa
43127_Q6,S300,13.6,MPa
43127_Q7,S300,13.2,MPa
43127_Q8,S300,13.6,MPa
43127_Q1,D Median,406.0,percent
43127_Q2,D Median,397.0,percent
43127_Q3,D Median,427.0,percent
43127_Q4,D Median,410.0,percent
43127_Q5,D Median,434.0,percent
43127_Q6,D Median,413.0,percent
43127_Q7,D Median,426.0,percent
43127_Q8,D Median,402.0,percent
43127_Q1,F Median,18.8,MPa
43127_Q2,F Median,20.2,MPa
43127_Q3,F Median,20.8,MPa
43127_Q4,F Median,20.7,MPa
43127_Q5,F Median,20.1,MPa
43127_Q6,F Median,20.9,MPa
43127_Q7,F Median,21.1,MPa
43127_Q8,F Median,20.3,MPa
43127_Q1,E_dash_0_degree_celcius,46.8,MPa
43127_Q2,E_dash_0_degree_celcius,27.81,MPa
43127_Q3,E_dash_0_degree_celcius,33.95,MPa
43127_Q4,E_dash_0_degree_celcius,25.23,MPa
43127_Q5,E_dash_0_degree_celcius,44.26,MPa
43127_Q6,E_dash_0_degree_celcius,31.33,MPa
43127_Q7,E_dash_0_degree_celcius,32.64,MPa
43127_Q8,E_dash_0_degree_celcius,26.89,MPa
43127_Q1,E_double_dash_0_degree_celcius,9.95,MPa
43127_Q2,E_double_dash_0_degree_celcius,7.58,MPa
43127_Q3,E_double_dash_0_degree_celcius,8.77,MPa
43127_Q4,E_double_dash_0_degree_celcius,6.86,MPa
43127_Q5,E_double_dash_0_degree_celcius,10.01,MPa
43127_Q6,E_double_dash_0_degree_celcius,8.56,MPa
43127_Q7,E_double_dash_0_degree_celcius,8.22,MPa
43127_Q8,E_double_dash_0_degree_celcius,7.42,MPa
43127_Q1,E_dash_23_degree_celcius,28.99,MPa
43127_Q2,E_dash_23_degree_celcius,15.97,MPa
43127_Q3,E_dash_23_degree_celcius,19.83,MPa
43127_Q4,E_dash_23_degree_celcius,14.62,MPa
43127_Q5,E_dash_23_degree_celcius,27.32,MPa
43127_Q6,E_dash_23_degree_celcius,18.33,MPa
43127_Q7,E_dash_23_degree_celcius,19.3,MPa
43127_Q8,E_dash_23_degree_celcius,15.4,MPa
43127_Q1,E_double_dash_23_degree_celcius,4.54,MPa
43127_Q2,E_double_dash_23_degree_celcius,2.51,MPa
43127_Q3,E_double_dash_23_degree_celcius,3.19,MPa
43127_Q4,E_double_dash_23_degree_celcius,2.22,MPa
43127_Q5,E_double_dash_23_degree_celcius,4.48,MPa
43127_Q6,E_double_dash_23_degree_celcius,3.04,MPa
43127_Q7,E_double_dash_23_degree_celcius,3.06,MPa
43127_Q8,E_double_dash_23_degree_celcius,2.45,MPa
43127_Q1,E_dash_60_degree_celcius,17.98,MPa
43127_Q2,E_dash_60_degree_celcius,9.92,MPa
43127_Q3,E_dash_60_degree_celcius,12.29,MPa
43127_Q4,E_dash_60_degree_celcius,9.37,MPa
43127_Q5,E_dash_60_degree_celcius,16.85,MPa
43127_Q6,E_dash_60_degree_celcius,11.21,MPa
43127_Q7,E_dash_60_degree_celcius,11.97,MPa
43127_Q8,E_dash_60_degree_celcius,9.62,MPa
43127_Q1,E_double_dash_60_degree_celcius,2.07,MPa
43127_Q2,E_double_dash_60_degree_celcius,0.86,MPa
43127_Q3,E_double_dash_60_degree_celcius,1.24,MPa
43127_Q4,E_double_dash_60_degree_celcius,0.8,MPa
43127_Q5,E_double_dash_60_degree_celcius,2.0,MPa
43127_Q6,E_double_dash_60_degree_celcius,1.12,MPa
43127_Q7,E_double_dash_60_degree_celcius,1.18,MPa
43127_Q8,E_double_dash_60_degree_celcius,0.86,MPa
43127_Q1,tand d max,0.521,
43127_Q2,tand d max,0.59,
43127_Q3,tand d max,0.576,
43127_Q4,tand d max,0.615,
43127_Q5,tand d max,0.539,
43127_Q6,tand d max,0.592,
43127_Q7,tand d max,0.579,
43127_Q8,tand d max,0.614,
43127_Q1,Temperatur tan d max,-29.2,[°C]
43127_Q2,Temperatur tan d max,-25.3,[°C]
43127_Q3,Temperatur tan d max,-26.3,[°C]
43127_Q4,Temperatur tan d max,-24.3,[°C]
43127_Q5,Temperatur tan d max,-29.3,[°C]
43127_Q6,Temperatur tan d max,-25.3,[°C]
43127_Q7,Temperatur tan d max,-27.3,[°C]
43127_Q8,Temperatur tan d max,-25.2,[°C]
43127_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.5,MPa
43127_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.14,MPa
43127_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.16,MPa
43127_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.89,MPa
43127_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,4.23,MPa
43127_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.89,MPa
43127_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.51,MPa
43127_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.41,MPa
43127_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.56,MPa
43127_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.4,MPa
43127_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.36,MPa
43127_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
43127_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.55,MPa
43127_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
43127_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.4,MPa
43127_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.42,MPa
43127_Q1,tan_d_7_percent_1_Messung,0.191,MPa
43127_Q2,tan_d_7_percent_1_Messung,0.16,MPa
43127_Q3,tan_d_7_percent_1_Messung,0.168,MPa
43127_Q4,tan_d_7_percent_1_Messung,0.155,MPa
43127_Q5,tan_d_7_percent_1_Messung,0.186,MPa
43127_Q6,tan_d_7_percent_1_Messung,0.158,MPa
43127_Q7,tan_d_7_percent_1_Messung,0.171,MPa
43127_Q8,tan_d_7_percent_1_Messung,0.165,MPa
43127_Q1,LossModulus_Gdouble_dash(max),0.57,MPa
43127_Q2,LossModulus_Gdouble_dash(max),0.35,MPa
43127_Q3,LossModulus_Gdouble_dash(max),0.37,MPa
43127_Q4,LossModulus_Gdouble_dash(max),0.32,MPa
43127_Q5,LossModulus_Gdouble_dash(max),0.53,MPa
43127_Q6,LossModulus_Gdouble_dash(max),0.32,MPa
43127_Q7,LossModulus_Gdouble_dash(max),0.41,MPa
43127_Q8,LossModulus_Gdouble_dash(max),0.39,MPa
