is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
44760_Q1,S300,15.1,MPa
44760_Q2,S300,14.5,MPa
44760_Q3,S300,15.4,MPa
44760_Q4,S300,15.0,MPa
44760_Q5,S300,13.8,MPa
44760_Q6,S300,15.0,MPa
44760_Q7,S300,15.1,MPa
44760_Q8,S300,16.3,MPa
44760_Q1,D Median,381.0,percent
44760_Q2,D Median,383.0,percent
44760_Q3,D Median,362.0,percent
44760_Q4,D Median,396.0,percent
44760_Q5,D Median,353.0,percent
44760_Q6,D Median,377.0,percent
44760_Q7,D Median,382.0,percent
44760_Q8,D Median,341.0,percent
44760_Q1,F Median,21.3,MPa
44760_Q2,F Median,20.3,MPa
44760_Q3,F Median,20.3,MPa
44760_Q4,F Median,21.6,MPa
44760_Q5,F Median,17.5,MPa
44760_Q6,F Median,20.5,MPa
44760_Q7,F Median,21.0,MPa
44760_Q8,F Median,19.4,MPa
44760_Q1,E_dash_0_degree_celcius,20.84,MPa
44760_Q2,E_dash_0_degree_celcius,27.76,MPa
44760_Q3,E_dash_0_degree_celcius,21.22,MPa
44760_Q4,E_dash_0_degree_celcius,30.38,MPa
44760_Q5,E_dash_0_degree_celcius,26.89,MPa
44760_Q6,E_dash_0_degree_celcius,21.57,MPa
44760_Q7,E_dash_0_degree_celcius,21.26,MPa
44760_Q8,E_dash_0_degree_celcius,18.91,MPa
44760_Q1,E_double_dash_0_degree_celcius,7.36,MPa
44760_Q2,E_double_dash_0_degree_celcius,8.84,MPa
44760_Q3,E_double_dash_0_degree_celcius,6.89,MPa
44760_Q4,E_double_dash_0_degree_celcius,9.46,MPa
44760_Q5,E_double_dash_0_degree_celcius,8.79,MPa
44760_Q6,E_double_dash_0_degree_celcius,7.37,MPa
44760_Q7,E_double_dash_0_degree_celcius,7.38,MPa
44760_Q8,E_double_dash_0_degree_celcius,6.71,MPa
44760_Q1,E_dash_23_degree_celcius,11.11,MPa
44760_Q2,E_dash_23_degree_celcius,15.3,MPa
44760_Q3,E_dash_23_degree_celcius,11.56,MPa
44760_Q4,E_dash_23_degree_celcius,16.78,MPa
44760_Q5,E_dash_23_degree_celcius,14.87,MPa
44760_Q6,E_dash_23_degree_celcius,11.8,MPa
44760_Q7,E_dash_23_degree_celcius,11.54,MPa
44760_Q8,E_dash_23_degree_celcius,10.17,MPa
44760_Q1,E_double_dash_23_degree_celcius,1.79,MPa
44760_Q2,E_double_dash_23_degree_celcius,2.49,MPa
44760_Q3,E_double_dash_23_degree_celcius,1.82,MPa
44760_Q4,E_double_dash_23_degree_celcius,2.84,MPa
44760_Q5,E_double_dash_23_degree_celcius,2.46,MPa
44760_Q6,E_double_dash_23_degree_celcius,1.95,MPa
44760_Q7,E_double_dash_23_degree_celcius,1.9,MPa
44760_Q8,E_double_dash_23_degree_celcius,1.66,MPa
44760_Q1,E_dash_60_degree_celcius,7.04,MPa
44760_Q2,E_dash_60_degree_celcius,9.34,MPa
44760_Q3,E_dash_60_degree_celcius,7.53,MPa
44760_Q4,E_dash_60_degree_celcius,9.9,MPa
44760_Q5,E_dash_60_degree_celcius,9.05,MPa
44760_Q6,E_dash_60_degree_celcius,7.45,MPa
44760_Q7,E_dash_60_degree_celcius,7.42,MPa
44760_Q8,E_dash_60_degree_celcius,6.55,MPa
44760_Q1,E_double_dash_60_degree_celcius,0.53,MPa
44760_Q2,E_double_dash_60_degree_celcius,0.78,MPa
44760_Q3,E_double_dash_60_degree_celcius,0.61,MPa
44760_Q4,E_double_dash_60_degree_celcius,0.91,MPa
44760_Q5,E_double_dash_60_degree_celcius,0.77,MPa
44760_Q6,E_double_dash_60_degree_celcius,0.63,MPa
44760_Q7,E_double_dash_60_degree_celcius,0.59,MPa
44760_Q8,E_double_dash_60_degree_celcius,0.49,MPa
44760_Q1,tand d max,0.662,
44760_Q2,tand d max,0.615,
44760_Q3,tand d max,0.636,
44760_Q4,tand d max,0.6,
44760_Q5,tand d max,0.628,
44760_Q6,tand d max,0.664,
44760_Q7,tand d max,0.664,
44760_Q8,tand d max,0.68,
44760_Q1,Temperatur tan d max,-20.3,[°C]
44760_Q2,Temperatur tan d max,-20.3,[°C]
44760_Q3,Temperatur tan d max,-21.3,[°C]
44760_Q4,Temperatur tan d max,-21.2,[°C]
44760_Q5,Temperatur tan d max,-20.2,[°C]
44760_Q6,Temperatur tan d max,-20.3,[°C]
44760_Q7,Temperatur tan d max,-20.2,[°C]
44760_Q8,Temperatur tan d max,-20.3,[°C]
44760_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.59,MPa
44760_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.58,MPa
44760_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.53,MPa
44760_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.87,MPa
44760_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.85,MPa
44760_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.46,MPa
44760_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.72,MPa
44760_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.31,MPa
44760_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.28,MPa
44760_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.27,MPa
44760_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.29,MPa
44760_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.35,MPa
44760_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.33,MPa
44760_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.26,MPa
44760_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44760_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.22,MPa
44760_Q1,tan_d_7_percent_1_Messung,0.16,
44760_Q2,tan_d_7_percent_1_Messung,0.149,
44760_Q3,tan_d_7_percent_1_Messung,0.152,
44760_Q4,tan_d_7_percent_1_Messung,0.159,
44760_Q5,tan_d_7_percent_1_Messung,0.164,
44760_Q6,tan_d_7_percent_1_Messung,0.153,
44760_Q7,tan_d_7_percent_1_Messung,0.149,
44760_Q8,tan_d_7_percent_1_Messung,0.151,
44760_Q1,LossModulus_Gdouble_dash(max),0.29,MPa
44760_Q2,LossModulus_Gdouble_dash(max),0.27,MPa
44760_Q3,LossModulus_Gdouble_dash(max),0.27,MPa
44760_Q4,LossModulus_Gdouble_dash(max),0.32,MPa
44760_Q5,LossModulus_Gdouble_dash(max),0.32,MPa
44760_Q6,LossModulus_Gdouble_dash(max),0.27,MPa
44760_Q7,LossModulus_Gdouble_dash(max),0.29,MPa
44760_Q8,LossModulus_Gdouble_dash(max),0.25,MPa
