is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
44313_Q8,E_double_dash_0_degree_celcius,8.47,MPa
44313_Q1,E_dash_23_degree_celcius,14.89,MPa
44313_Q2,E_dash_23_degree_celcius,19.95,MPa
44313_Q3,E_dash_23_degree_celcius,20.48,MPa
44313_Q4,E_dash_23_degree_celcius,16.91,MPa
44313_Q5,E_dash_23_degree_celcius,13.31,MPa
44313_Q6,E_dash_23_degree_celcius,19.21,MPa
44313_Q7,E_dash_23_degree_celcius,20.05,MPa
44313_Q8,E_dash_23_degree_celcius,19.39,MPa
44313_Q1,E_double_dash_23_degree_celcius,2.46,MPa
44313_Q2,E_double_dash_23_degree_celcius,3.39,MPa
44313_Q3,E_double_dash_23_degree_celcius,3.34,MPa
44313_Q4,E_double_dash_23_degree_celcius,2.72,MPa
44313_Q5,E_double_dash_23_degree_celcius,2.17,MPa
44313_Q6,E_double_dash_23_degree_celcius,3.17,MPa
44313_Q7,E_double_dash_23_degree_celcius,3.21,MPa
44313_Q8,E_double_dash_23_degree_celcius,3.06,MPa
44313_Q1,E_dash_60_degree_celcius,8.99,MPa
44313_Q2,E_dash_60_degree_celcius,12.14,MPa
44313_Q3,E_dash_60_degree_celcius,12.37,MPa
44313_Q4,E_dash_60_degree_celcius,10.31,MPa
44313_Q5,E_dash_60_degree_celcius,8.18,MPa
44313_Q6,E_dash_60_degree_celcius,11.54,MPa
44313_Q7,E_dash_60_degree_celcius,12.09,MPa
44313_Q8,E_dash_60_degree_celcius,11.75,MPa
44313_Q1,E_double_dash_60_degree_celcius,0.87,MPa
44313_Q2,E_double_dash_60_degree_celcius,1.38,MPa
44313_Q3,E_double_dash_60_degree_celcius,1.32,MPa
44313_Q4,E_double_dash_60_degree_celcius,0.96,MPa
44313_Q5,E_double_dash_60_degree_celcius,0.75,MPa
44313_Q6,E_double_dash_60_degree_celcius,1.22,MPa
44313_Q7,E_double_dash_60_degree_celcius,1.24,MPa
44313_Q8,E_double_dash_60_degree_celcius,1.17,MPa
44313_Q1,tand d max,0.589,
44313_Q2,tand d max,0.572,
44313_Q3,tand d max,0.558,
44313_Q4,tand d max,0.58,
44313_Q5,tand d max,0.619,
44313_Q6,tand d max,0.573,
44313_Q7,tand d max,0.568,
44313_Q8,tand d max,0.568,
44313_Q1,Temperatur tan d max,-19.3,[°C]
44313_Q2,Temperatur tan d max,-25.3,[°C]
44313_Q3,Temperatur tan d max,-25.3,[°C]
44313_Q4,Temperatur tan d max,-23.3,[°C]
44313_Q5,Temperatur tan d max,-22.3,[°C]
44313_Q6,Temperatur tan d max,-24.2,[°C]
44313_Q7,Temperatur tan d max,-24.2,[°C]
44313_Q8,Temperatur tan d max,-24.3,[°C]
44313_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.59,MPa
44313_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.12,MPa
44313_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.05,MPa
44313_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.96,MPa
44313_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.45,MPa
44313_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.96,MPa
44313_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,3.1,MPa
44313_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.96,MPa
44313_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.22,MPa
44313_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.31,MPa
44313_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.31,MPa
44313_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
44313_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.2,MPa
44313_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.31,MPa
44313_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.34,MPa
44313_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.32,MPa
44313_Q1,tan_d_7_percent_1_Messung,0.17,
44313_Q2,tan_d_7_percent_1_Messung,0.178,
44313_Q3,tan_d_7_percent_1_Messung,0.177,
44313_Q4,tan_d_7_percent_1_Messung,0.169,
44313_Q5,tan_d_7_percent_1_Messung,0.167,
44313_Q6,tan_d_7_percent_1_Messung,0.167,
44313_Q7,tan_d_7_percent_1_Messung,0.169,
44313_Q8,tan_d_7_percent_1_Messung,0.168,
44313_Q1,LossModulus_Gdouble_dash(max),0.31,MPa
44313_Q2,LossModulus_Gdouble_dash(max),0.38,MPa
44313_Q3,LossModulus_Gdouble_dash(max),0.37,MPa
44313_Q4,LossModulus_Gdouble_dash(max),0.35,MPa
44313_Q5,LossModulus_Gdouble_dash(max),0.29,MPa
44313_Q6,LossModulus_Gdouble_dash(max),0.34,MPa
44313_Q7,LossModulus_Gdouble_dash(max),0.36,MPa
44313_Q8,LossModulus_Gdouble_dash(max),0.34,MPa
